uce,ominor,obimaculoides,lpealeii,ovulgaris,pcanaliculata
uce-15670,1,1,1,1,.
uce-20483,1,1,1,1,1
uce-40627,1,1,1,1,.
uce-10890,1,1,1,1,1
uce-40624,1,1,1,1,1
uce-16039,.,1,1,1,1
uce-5243,1,1,1,1,1
uce-28490,.,.,.,.,.
uce-27919,1,1,1,1,.
uce-8684,1,1,1,1,.
uce-16037,1,1,1,1,.
uce-29144,1,1,1,1,.
uce-14539,1,1,.,1,1
uce-40338,1,1,.,1,1
uce-29141,.,1,1,1,1
uce-29140,.,1,1,1,1
uce-12022,1,1,1,1,.
uce-12023,1,1,1,1,.
uce-21773,1,1,1,1,.
uce-135,.,1,.,1,.
uce-32211,1,1,1,1,.
uce-12024,1,1,1,1,1
uce-31759,1,1,1,1,1
uce-139,1,1,1,1,.
uce-138,1,1,1,1,.
uce-12028,1,1,1,1,.
uce-17574,.,1,1,1,1
uce-30656,.,.,.,.,.
uce-6934,1,1,1,1,.
uce-28813,1,1,1,1,1
uce-28810,1,1,1,1,.
uce-8236,1,1,1,1,.
uce-6931,1,1,1,1,.
uce-6933,1,1,1,1,.
uce-29811,1,1,1,1,1
uce-29813,1,1,1,1,.
uce-18892,.,1,1,1,1
uce-29814,1,1,1,1,.
uce-16004,1,1,1,1,.
uce-8339,1,1,1,1,1
uce-34447,1,1,1,1,.
uce-9267,.,1,.,1,1
uce-9266,.,.,1,.,1
uce-27713,1,1,1,1,.
uce-9260,1,1,.,1,1
uce-3781,1,1,1,1,.
uce-20391,.,1,1,1,1
uce-16782,.,1,1,1,1
uce-24814,.,.,1,.,1
uce-9468,1,.,1,1,1
uce-24812,1,1,1,1,.
uce-33006,1,1,1,1,.
uce-24811,1,1,1,1,.
uce-40241,1,1,1,1,.
uce-28383,1,1,1,1,.
uce-9467,1,.,1,.,1
uce-9466,1,.,1,.,.
uce-9465,1,1,1,1,.
uce-24819,.,.,.,.,.
uce-36797,1,1,1,1,.
uce-18745,.,.,.,.,.
uce-17808,1,1,1,1,.
uce-25072,1,1,1,1,.
uce-8843,.,.,.,.,.
uce-8846,1,1,1,1,1
uce-8844,.,.,.,.,.
uce-8845,1,1,1,1,.
uce-6841,.,1,1,1,1
uce-8849,1,1,1,1,.
uce-1539,1,1,1,1,.
uce-1538,1,1,1,1,.
uce-23355,.,1,1,1,1
uce-39267,1,1,1,1,1
uce-35550,1,1,1,1,.
uce-39264,1,1,1,1,1
uce-30831,.,.,1,.,.
uce-35557,.,1,1,1,1
uce-12808,1,1,1,1,1
uce-35009,1,1,1,1,1
uce-31014,.,1,1,1,1
uce-31015,.,1,1,1,1
uce-39269,1,1,1,1,.
uce-30228,1,1,1,1,1
uce-6445,1,1,1,1,.
uce-6446,1,1,1,1,.
uce-6447,1,1,1,1,.
uce-31016,.,1,1,1,1
uce-34020,1,1,1,1,.
uce-23920,1,1,1,1,1
uce-22890,1,1,1,1,.
uce-30221,1,.,1,.,.
uce-22892,1,1,1,1,.
uce-24251,.,1,1,1,1
uce-34028,.,1,1,1,1
uce-1799,1,1,1,1,.
uce-28139,.,1,1,1,1
uce-26695,1,1,1,1,.
uce-21362,1,1,1,1,1
uce-3379,1,1,1,1,1
uce-1795,1,1,1,1,.
uce-40802,1,1,1,1,.
uce-40801,1,1,1,1,.
uce-1796,1,1,1,1,.
uce-26880,1,1,1,1,.
uce-1223,1,1,1,1,1
uce-6093,.,.,.,.,.
uce-22195,1,1,1,1,1
uce-12166,1,1,1,1,1
uce-18279,.,1,1,1,.
uce-6442,.,1,1,1,1
uce-7176,1,1,1,1,.
uce-39621,1,1,1,1,1
uce-18277,1,1,1,1,.
uce-34021,1,1,1,1,.
uce-15313,1,1,1,1,.
uce-13440,1,1,1,1,.
uce-32475,1,1,1,1,1
uce-32474,1,1,1,1,1
uce-16001,1,1,1,1,.
uce-38805,1,1,1,1,1
uce-5234,1,1,1,1,1
uce-22891,.,1,1,1,.
uce-1009,1,1,1,1,.
uce-7173,1,1,.,1,.
uce-31300,1,1,1,1,1
uce-30222,1,.,.,.,.
uce-30832,.,.,1,.,.
uce-23634,1,1,1,1,.
uce-25525,.,1,1,1,1
uce-13041,1,1,1,1,1
uce-29290,1,1,1,1,.
uce-25281,.,.,.,.,.
uce-25282,.,.,.,.,.
uce-16564,1,1,1,1,.
uce-17233,1,1,1,1,.
uce-35797,.,.,1,.,.
uce-23929,1,1,1,1,1
uce-19325,1,1,1,1,1
uce-29443,1,1,1,1,1
uce-35798,.,.,1,.,.
uce-22946,1,1,1,1,1
uce-903,1,1,1,1,1
uce-39681,1,1,.,1,1
uce-7613,1,1,.,1,.
uce-39686,1,1,1,1,.
uce-21947,1,1,1,1,.
uce-32786,.,1,.,1,.
uce-32781,1,1,1,1,.
uce-32783,1,1,1,1,.
uce-5768,1,1,1,1,.
uce-21162,1,1,1,1,1
uce-35770,.,1,1,1,1
uce-30834,1,1,.,1,1
uce-35776,1,1,1,1,1
uce-14316,.,.,.,.,1
uce-11930,.,.,1,.,1
uce-11427,1,1,1,1,1
uce-31275,1,1,1,1,1
uce-17486,1,1,1,1,.
uce-33015,1,1,1,1,1
uce-37017,.,.,1,.,.
uce-17366,.,1,.,1,.
uce-30001,.,.,1,.,.
uce-17365,.,1,1,1,.
uce-13685,.,.,.,.,1
uce-13684,.,.,.,.,.
uce-29589,.,.,1,.,.
uce-30008,.,1,1,1,1
uce-36977,1,1,.,1,.
uce-26863,1,1,1,1,.
uce-19658,1,1,1,1,1
uce-39046,1,1,1,1,.
uce-6250,1,1,1,1,1
uce-5941,1,1,.,1,1
uce-10334,.,1,1,1,1
uce-164,1,1,1,1,.
uce-10336,.,1,1,1,1
uce-10339,.,1,1,1,1
uce-5494,1,1,1,1,1
uce-17058,1,1,1,1,.
uce-27282,1,1,1,1,.
uce-1797,1,1,1,1,1
uce-27281,.,1,1,1,1
uce-22347,.,.,.,.,.
uce-15135,1,1,1,1,1
uce-24712,1,1,1,1,.
uce-24715,1,1,1,1,1
uce-33780,1,1,1,1,.
uce-24716,1,1,1,1,1
uce-5012,.,.,.,.,.
uce-5011,.,.,.,.,.
uce-32653,1,1,.,1,.
uce-28481,.,1,1,1,1
uce-14405,1,1,.,1,1
uce-25666,1,1,1,1,1
uce-20917,1,1,1,1,1
uce-11335,1,1,1,1,.
uce-25662,1,1,1,1,.
uce-27351,1,1,1,1,.
uce-25660,1,1,1,1,.
uce-27353,.,.,.,.,.
uce-26130,.,.,.,.,.
uce-17216,1,1,1,1,1
uce-537,1,1,1,1,.
uce-10534,1,1,1,1,.
uce-17215,1,1,1,1,1
uce-38673,1,1,1,1,.
uce-26406,1,1,1,1,.
uce-20835,1,1,.,1,1
uce-13964,1,1,1,1,.
uce-9935,1,1,1,1,1
uce-27130,1,1,1,1,.
uce-11112,.,.,1,.,.
uce-11110,.,.,1,.,.
uce-7942,1,1,1,1,.
uce-7943,1,1,1,1,1
uce-19322,.,1,1,1,1
uce-19323,.,1,1,1,1
uce-37931,1,1,1,1,.
uce-7947,1,1,1,1,.
uce-37932,1,1,1,1,.
uce-36157,1,1,.,1,1
uce-33433,.,1,1,1,1
uce-4309,.,.,.,.,.
uce-4308,.,.,.,.,.
uce-14542,1,1,.,1,.
uce-14541,1,1,1,1,1
uce-3407,1,1,1,1,.
uce-3406,1,1,1,1,1
uce-3400,1,1,1,1,1
uce-11759,.,.,.,.,.
uce-11758,.,.,.,.,.
uce-26531,1,1,1,1,.
uce-38561,1,1,1,1,.
uce-25712,1,1,1,1,.
uce-25713,1,1,1,1,.
uce-20940,1,1,1,1,1
uce-19015,1,1,1,1,.
uce-5160,1,1,.,1,.
uce-8487,1,1,1,1,.
uce-26718,.,.,.,.,1
uce-25847,1,1,1,1,1
uce-21565,1,1,1,1,.
uce-26244,1,1,1,1,1
uce-26241,.,.,1,.,.
uce-21560,1,1,1,1,.
uce-21563,.,.,.,.,1
uce-21562,.,.,.,.,1
uce-27783,1,1,1,1,1
uce-27625,1,1,1,1,1
uce-27626,1,1,1,1,1
uce-12145,1,1,.,1,1
uce-16966,.,.,.,.,.
uce-16965,.,.,.,.,1
uce-19465,1,1,1,1,1
uce-32261,1,1,1,1,.
uce-2259,.,.,.,.,.
uce-7804,1,1,1,1,.
uce-12240,.,.,.,.,.
uce-22098,1,1,1,1,.
uce-12248,1,1,1,1,.
uce-12249,1,1,1,1,.
uce-24539,.,.,1,.,.
uce-7895,1,1,1,1,.
uce-3247,1,1,1,1,.
uce-26343,1,1,1,1,.
uce-4949,.,.,1,.,.
uce-9929,1,1,1,1,.
uce-4947,.,.,1,.,.
uce-4945,.,.,1,.,.
uce-9925,1,1,1,1,.
uce-4767,1,1,1,1,.
uce-9923,1,1,1,1,.
uce-4941,1,1,1,1,.
uce-24536,1,1,1,1,1
uce-7411,.,.,.,.,1
uce-18276,1,1,1,1,1
uce-17969,1,1,1,1,.
uce-40742,1,1,1,1,.
uce-33691,1,1,1,1,1
uce-17965,1,1,1,1,1
uce-17805,1,1,1,1,1
uce-30793,1,.,.,.,1
uce-30794,1,1,.,1,1
uce-30795,.,1,.,1,1
uce-2119,1,1,1,1,1
uce-9667,1,1,1,1,1
uce-33228,1,1,1,1,1
uce-634,.,1,1,1,1
uce-635,1,1,1,1,.
uce-38964,1,1,1,1,.
uce-9638,1,1,1,1,.
uce-28953,1,1,1,1,.
uce-7457,1,1,1,1,1
uce-32860,1,1,1,1,.
uce-2594,1,1,1,1,.
uce-15940,1,1,.,1,.
uce-26395,1,1,1,1,1
uce-34657,.,.,.,.,.
uce-26391,1,1,1,1,.
uce-22549,1,1,1,1,1
uce-29779,1,1,1,1,.
uce-34159,1,1,1,1,1
uce-2206,1,1,1,1,1
uce-7309,1,1,.,1,1
uce-2204,.,.,.,.,.
uce-2205,.,.,1,.,.
uce-27639,1,1,1,1,.
uce-2759,1,1,1,1,.
uce-2208,1,1,1,1,.
uce-2209,.,.,.,.,.
uce-40102,1,1,1,1,.
uce-29777,1,1,1,1,.
uce-2579,.,1,1,1,1
uce-40630,1,1,1,1,.
uce-2571,.,1,1,1,1
uce-32470,1,1,1,1,1
uce-2575,1,1,1,1,1
uce-32884,1,1,1,1,1
uce-32885,1,1,1,1,.
uce-38808,1,1,1,1,.
uce-1164,1,1,1,1,.
uce-7520,1,1,1,1,.
uce-11186,1,1,1,1,1
uce-29156,1,1,1,1,.
uce-27929,1,1,1,1,1
uce-37143,.,1,1,1,1
uce-40328,1,1,1,1,1
uce-38651,1,1,1,1,1
uce-33130,1,1,.,1,1
uce-38653,1,1,1,1,.
uce-36415,1,1,1,1,1
uce-36414,1,1,1,1,1
uce-128,1,1,1,1,.
uce-36416,1,1,1,1,1
uce-33139,.,1,1,1,1
uce-25442,1,.,.,1,1
uce-5106,1,1,.,1,1
uce-28825,1,1,1,1,.
uce-7774,1,1,1,1,.
uce-29554,.,.,.,.,.
uce-29555,.,.,.,.,.
uce-4865,1,1,.,1,1
uce-29553,.,.,1,.,.
uce-17836,1,1,1,1,.
uce-6213,1,1,1,1,.
uce-1499,1,1,1,1,.
uce-17490,1,1,1,1,1
uce-9296,1,1,1,1,.
uce-34300,1,1,1,1,.
uce-24820,.,.,.,.,.
uce-9100,1,1,1,1,.
uce-20380,1,1,1,1,1
uce-9104,1,1,1,1,.
uce-9105,1,1,1,1,1
uce-5062,1,1,1,1,1
uce-9109,.,.,1,.,.
uce-9455,1,1,1,1,.
uce-9450,1,1,1,1,.
uce-21019,1,1,1,1,.
uce-22716,.,.,.,.,.
uce-22715,.,.,.,.,.
uce-13307,1,1,1,1,.
uce-13300,1,1,1,1,.
uce-16154,1,1,1,1,1
uce-25186,1,1,1,1,.
uce-12058,1,1,1,1,.
uce-6086,1,1,1,1,.
uce-8854,1,1,1,1,.
uce-40602,1,1,1,1,1
uce-9589,1,1,1,1,1
uce-1810,1,1,1,1,.
uce-6851,.,.,.,.,.
uce-6850,.,.,.,.,.
uce-36528,1,1,1,1,1
uce-6855,1,1,1,1,.
uce-12874,.,1,1,1,1
uce-12871,1,1,1,1,.
uce-35011,1,1,1,1,1
uce-35544,1,1,1,1,.
uce-40,1,1,1,1,.
uce-899,1,1,1,1,.
uce-23934,1,1,1,1,.
uce-12878,1,1,1,1,1
uce-34015,1,1,1,1,.
uce-28045,.,.,.,1,.
uce-17172,1,1,1,1,1
uce-38375,.,1,1,1,1
uce-17177,1,1,1,1,1
uce-17174,1,1,1,1,1
uce-31859,.,1,1,1,.
uce-28049,1,1,1,1,.
uce-21379,1,1,1,1,.
uce-1762,.,1,1,1,.
uce-21774,1,1,1,1,.
uce-30499,.,1,1,1,1
uce-37073,1,1,1,1,1
uce-40814,1,1,1,1,.
uce-21175,1,1,1,1,1
uce-38273,1,.,1,.,.
uce-38272,1,1,1,1,1
uce-13272,1,1,1,1,.
uce-13273,1,1,1,1,1
uce-30497,.,1,1,1,1
uce-38275,1,1,.,1,1
uce-38274,1,.,1,.,.
uce-11721,1,1,.,1,.
uce-39307,1,1,1,1,.
uce-1258,1,1,1,1,.
uce-27984,.,.,.,.,.
uce-36630,1,1,1,1,.
uce-39309,1,1,1,1,1
uce-19910,1,1,1,1,.
uce-32468,1,1,.,1,.
uce-26268,1,1,1,1,.
uce-13457,1,1,1,1,.
uce-18266,1,.,1,.,1
uce-32463,1,1,1,.,1
uce-17477,.,1,1,1,.
uce-38875,1,1,1,1,.
uce-38874,.,.,1,.,1
uce-1076,1,1,1,1,1
uce-17413,1,1,1,1,.
uce-38871,1,1,1,1,.
uce-38873,.,.,1,.,.
uce-23621,.,1,1,1,1
uce-17173,1,1,1,1,.
uce-21050,1,1,1,1,.
uce-14097,.,.,.,.,.
uce-14096,.,.,.,.,.
uce-14091,1,1,1,1,1
uce-32245,1,1,1,1,.
uce-25279,1,1,1,1,1
uce-2803,1,1,1,1,.
uce-10656,1,1,1,1,.
uce-40432,.,1,1,1,1
uce-16779,1,1,1,1,1
uce-10653,1,1,1,1,.
uce-35416,.,1,1,1,1
uce-35782,1,1,1,1,1
uce-10650,1,1,1,1,.
uce-22977,1,1,1,1,1
uce-35960,.,.,.,.,.
uce-39272,1,1,1,1,.
uce-39274,1,1,1,1,1
uce-10659,1,1,1,1,1
uce-24625,1,1,1,1,.
uce-32799,1,.,.,1,.
uce-18089,1,1,1,1,.
uce-40089,.,.,.,.,.
uce-18640,1,1,1,1,.
uce-15233,1,1,1,1,.
uce-27552,1,1,1,1,.
uce-39453,1,1,1,1,.
uce-39454,.,.,.,.,.
uce-18317,1,1,1,1,1
uce-15234,1,1,1,1,.
uce-14323,1,1,1,1,.
uce-14322,1,1,1,1,.
uce-18318,1,1,1,1,.
uce-118,1,1,1,1,1
uce-5317,1,1,1,1,.
uce-5316,1,1,1,1,1
uce-31207,.,1,1,1,1
uce-23713,1,1,1,1,1
uce-23714,1,1,1,1,.
uce-23715,1,1,1,1,1
uce-20021,1,1,1,1,.
uce-17353,.,1,1,1,1
uce-10431,1,1,1,1,.
uce-19154,1,1,1,1,1
uce-31209,.,.,1,.,.
uce-37167,1,1,1,1,.
uce-25385,1,1,1,1,.
uce-17198,1,1,1,1,.
uce-36941,1,1,1,1,1
uce-13696,1,1,1,1,.
uce-36946,1,1,.,1,1
uce-26872,.,.,1,.,.
uce-26870,1,1,1,1,.
uce-32122,1,1,1,1,1
uce-809,1,1,1,1,.
uce-18793,.,1,1,1,.
uce-27986,.,.,.,.,.
uce-5483,1,1,1,1,.
uce-10341,1,1,1,1,.
uce-10340,.,1,1,1,.
uce-3693,1,1,1,1,1
uce-27725,1,1,.,1,1
uce-10348,1,1,1,1,1
uce-36093,1,1,1,1,1
uce-36092,1,1,.,1,1
uce-18220,1,1,1,1,.
uce-19689,1,1,1,1,1
uce-6957,1,1,1,1,1
uce-19686,1,1,1,1,.
uce-32088,1,1,1,1,1
uce-24313,.,1,1,1,1
uce-24701,1,1,1,1,.
uce-5009,1,1,1,1,.
uce-5008,1,1,1,1,.
uce-32646,1,1,1,1,.
uce-5005,1,1,1,1,1
uce-37165,1,1,1,1,1
uce-14435,.,1,1,1,1
uce-14434,.,.,1,.,.
uce-14433,.,.,1,.,1
uce-5000,1,1,1,1,1
uce-14079,.,1,1,1,1
uce-18005,.,1,1,1,1
uce-5829,1,1,1,1,.
uce-17226,1,1,1,1,.
uce-10505,1,1,1,1,.
uce-10503,.,1,1,1,1
uce-30104,1,1,1,.,.
uce-10501,1,1,1,1,.
uce-39652,1,1,1,1,.
uce-23975,1,1,1,1,1
uce-39761,.,1,.,1,.
uce-13870,1,1,1,1,.
uce-16803,.,.,.,.,.
uce-22873,.,.,.,.,.
uce-19354,1,1,1,1,1
uce-19356,1,1,1,1,1
uce-19353,1,1,1,1,.
uce-37921,1,1,1,1,.
uce-4684,1,1,1,1,.
uce-4685,1,1,1,1,.
uce-23388,1,1,1,1,.
uce-27382,.,.,.,.,1
uce-27381,.,.,.,.,.
uce-4683,1,1,1,1,.
uce-23541,1,1,1,1,1
uce-31473,1,1,1,1,1
uce-23545,1,1,1,1,.
uce-31108,1,1,1,1,.
uce-3103,1,1,1,1,.
uce-4375,1,1,1,1,.
uce-4376,1,1,1,1,.
uce-9508,1,1,1,1,1
uce-13550,1,1,1,1,.
uce-24631,.,1,1,1,1
uce-11740,1,1,1,1,1
uce-10007,.,.,1,.,.
uce-26528,1,1,1,1,.
uce-26529,1,1,.,1,1
uce-25720,1,1,1,1,1
uce-3188,1,1,1,1,1
uce-31874,1,1,.,1,.
uce-26255,1,1,1,1,.
uce-3186,1,1,1,1,1
uce-27655,1,1,1,1,.
uce-35972,1,1,1,1,.
uce-12278,.,.,1,.,1
uce-32257,1,1,1,1,.
uce-30812,1,1,1,1,.
uce-11075,1,1,1,1,.
uce-16978,1,1,1,1,.
uce-14887,1,1,1,1,.
uce-37850,1,1,.,1,.
uce-37851,1,1,1,1,.
uce-12277,.,.,1,.,.
uce-37321,1,1,1,1,1
uce-37323,1,1,1,1,.
uce-7380,.,.,.,.,.
uce-7836,1,1,.,1,.
uce-23091,1,1,1,1,.
uce-3495,.,1,1,1,.
uce-21380,1,1,.,1,.
uce-7887,1,.,1,.,1
uce-7886,1,.,1,.,1
uce-7885,.,1,1,1,1
uce-3505,1,1,1,1,.
uce-7883,1,1,1,1,.
uce-9934,1,1,1,1,1
uce-3500,.,.,.,.,.
uce-4756,1,1,1,1,.
uce-26462,1,1,1,1,1
uce-26414,1,1,1,1,1
uce-4753,1,1,.,1,1
uce-40254,1,1,1,1,1
uce-3995,1,1,.,1,1
uce-3987,1,1,1,1,.
uce-40000,1,1,1,1,.
uce-3766,1,1,1,1,1
uce-9240,.,1,1,1,1
uce-3763,.,1,1,1,1
uce-3643,.,.,.,.,.
uce-20712,1,1,1,1,.
uce-12317,1,1,1,1,1
uce-26677,1,1,1,1,1
uce-22573,1,1,1,1,.
uce-33234,1,1,1,1,.
uce-15446,.,1,1,1,.
uce-25969,1,1,1,1,.
uce-29176,1,1,1,1,.
uce-481,1,1,1,1,.
uce-26869,.,.,.,.,.
uce-26382,1,1,1,1,1
uce-482,1,1,1,1,1
uce-24815,1,1,.,1,1
uce-16373,1,1,1,1,1
uce-26386,1,1,1,1,.
uce-488,.,1,1,1,.
uce-23161,1,1,1,1,.
uce-15680,1,1,1,1,1
uce-38361,1,1,1,1,.
uce-2215,1,1,1,1,.
uce-2214,.,.,.,.,.
uce-31698,1,1,.,1,.
uce-2216,1,1,1,1,.
uce-13891,1,1,1,1,.
uce-2210,.,.,.,.,.
uce-2213,.,.,.,.,.
uce-8719,1,1,1,1,.
uce-7314,1,1,1,1,.
uce-2219,1,1,1,1,.
uce-29700,1,1,1,1,.
uce-29703,.,1,.,1,1
uce-2569,.,1,1,1,1
uce-40313,1,1,1,1,1
uce-40310,1,1,1,1,.
uce-7537,.,.,.,.,.
uce-7536,.,.,1,.,.
uce-7535,.,.,1,.,1
uce-7534,1,1,1,1,1
uce-22411,1,1,1,1,.
uce-22413,1,1,1,1,1
uce-17592,.,1,1,1,1
uce-29128,1,1,1,1,1
uce-7538,1,1,1,1,.
uce-33123,.,1,1,1,1
uce-159,1,1,1,1,.
uce-17516,.,.,.,.,.
uce-21712,1,1,.,1,.
uce-30181,.,1,1,1,1
uce-26865,1,1,1,1,1
uce-9099,.,.,1,.,.
uce-38318,1,1,1,1,1
uce-17518,.,.,.,.,.
uce-30671,1,1,.,1,1
uce-33137,1,1,1,1,.
uce-28549,1,1,1,1,.
uce-29838,1,1,1,1,.
uce-29837,1,1,1,1,.
uce-29836,1,1,1,1,1
uce-6131,1,1,1,1,1
uce-28546,1,1,1,1,1
uce-6594,1,1,1,1,.
uce-6595,1,1,1,1,.
uce-6593,1,1,.,1,1
uce-28619,1,1,1,1,.
uce-24384,1,1,1,1,.
uce-24831,1,1,1,1,1
uce-6598,1,1,1,1,1
uce-39843,1,1,1,1,1
uce-9112,.,.,.,.,.
uce-9111,.,.,.,.,.
uce-9110,.,.,1,.,.
uce-9117,1,1,1,1,.
uce-37686,1,1,1,1,.
uce-37685,1,1,1,1,.
uce-39844,1,1,1,1,.
uce-9448,1,1,1,1,.
uce-22702,1,1,.,1,.
uce-7620,1,1,1,1,.
uce-22704,.,1,1,1,1
uce-22707,1,1,1,1,.
uce-1926,1,1,1,1,.
uce-25017,1,1,.,1,1
uce-37044,1,1,1,1,.
uce-34176,.,1,1,1,1
uce-40798,1,1,1,1,1
uce-40797,1,1,1,1,.
uce-37048,1,1,1,1,.
uce-38002,1,1,1,1,.
uce-25018,1,1,1,1,.
uce-7772,.,.,.,.,.
uce-1925,.,1,.,1,1
uce-5497,1,1,1,1,.
uce-2783,.,1,1,1,1
uce-1922,1,1,1,1,.
uce-6689,1,1,1,1,.
uce-6863,1,1,1,1,.
uce-1141,1,1,1,1,.
uce-1661,1,1,1,1,1
uce-35576,1,1,.,1,.
uce-27983,1,1,1,1,.
uce-12861,1,1,1,1,.
uce-23945,1,1,1,1,.
uce-23943,.,.,.,.,.
uce-23942,.,.,.,.,.
uce-17502,1,1,1,1,.
uce-28054,.,1,1,1,1
uce-3942,.,.,1,.,.
uce-23523,1,1,1,1,.
uce-329,1,1,1,1,.
uce-25120,1,1,1,1,.
uce-20446,.,.,.,.,.
uce-17833,.,.,1,.,.
uce-36628,1,1,1,1,.
uce-38469,1,1,.,1,.
uce-39990,1,1,1,1,.
uce-39993,1,1,.,1,1
uce-34313,1,1,1,1,.
uce-36625,1,1,1,1,.
uce-18523,1,1,1,1,1
uce-13426,.,.,1,.,.
uce-32419,1,1,.,1,1
uce-39514,1,1,1,1,1
uce-9439,1,1,.,1,.
uce-32425,.,1,1,1,1
uce-27545,1,1,1,1,1
uce-18528,.,1,.,1,.
uce-15338,1,1,1,1,.
uce-32410,1,1,1,1,.
uce-21498,1,1,1,1,.
uce-1067,1,1,1,1,1
uce-38867,1,1,1,1,.
uce-34173,1,1,1,1,.
uce-1063,1,.,1,1,1
uce-38863,1,1,1,1,.
uce-8080,1,1,1,1,1
uce-38861,1,1,1,1,.
uce-32420,1,1,1,1,.
uce-38099,1,1,1,1,.
uce-25262,1,1,1,1,1
uce-25263,1,1,1,1,1
uce-922,1,1,.,1,.
uce-27544,1,1,.,1,1
uce-23074,1,1,1,1,.
uce-10640,.,1,1,1,1
uce-34685,1,1,1,1,.
uce-39191,1,1,1,1,1
uce-10646,1,1,1,1,.
uce-39192,1,1,1,1,.
uce-22960,.,.,1,.,.
uce-37668,.,.,.,.,.
uce-22962,1,1,1,1,1
uce-22963,1,1,1,1,.
uce-18419,1,1,1,1,.
uce-22965,1,1,1,1,1
uce-16749,1,1,1,1,.
uce-18458,.,1,1,1,1
uce-18414,1,1,1,1,.
uce-26717,.,.,.,.,.
uce-37665,1,1,.,1,1
uce-16742,1,1,1,1,1
uce-17629,1,1,1,1,.
uce-21927,1,1,.,1,1
uce-35194,.,1,1,1,1
uce-9930,1,1,1,1,.
uce-21928,1,1,1,1,1
uce-35201,1,1,1,1,1
uce-36887,1,1,1,1,.
uce-35203,1,1,1,1,1
uce-39426,.,.,1,.,.
uce-14338,.,1,1,1,.
uce-14339,.,1,1,1,1
uce-35758,1,1,1,1,.
uce-35757,.,1,1,1,1
uce-35755,1,1,1,1,.
uce-35754,.,.,.,.,.
uce-1117,1,1,1,1,.
uce-20036,1,.,1,.,.
uce-36889,1,1,1,1,.
uce-10428,.,1,1,1,.
uce-11912,1,1,1,1,.
uce-8151,1,1,1,1,.
uce-8152,1,1,1,1,.
uce-26134,.,.,.,.,.
uce-25396,1,1,.,1,1
uce-17240,1,1,1,1,.
uce-17080,1,1,1,1,.
uce-36950,.,1,1,1,1
uce-8466,1,1,1,1,1
uce-25390,1,1,1,1,1
uce-21816,.,1,.,1,1
uce-14055,1,1,1,1,.
uce-17180,1,1,1,1,.
uce-17186,1,1,1,1,1
uce-17184,1,1,1,1,.
uce-14054,1,1,1,1,.
uce-5966,1,1,1,1,1
uce-5967,1,1,1,1,1
uce-5547,1,1,1,1,.
uce-10350,1,1,1,1,.
uce-10351,1,1,1,1,.
uce-38640,1,1,1,1,.
uce-3829,1,1,.,1,.
uce-12488,1,1,1,1,.
uce-3504,1,1,1,1,.
uce-39739,1,1,1,1,.
uce-19120,1,1,.,1,1
uce-12641,1,1,.,1,1
uce-11701,1,1,1,1,.
uce-28445,1,1,1,1,.
uce-8239,1,1,1,1,.
uce-18744,.,1,1,1,1
uce-27540,1,1,1,1,.
uce-28444,.,.,1,.,.
uce-14421,.,1,.,1,1
uce-24735,1,1,1,1,1
uce-24734,1,1,1,1,1
uce-24732,1,1,1,1,1
uce-5564,1,1,1,1,.
uce-11336,1,1,1,1,.
uce-31503,1,1,1,1,.
uce-25647,1,1,1,1,.
uce-24739,1,1,1,1,.
uce-7050,1,1,1,1,.
uce-5762,.,1,1,1,.
uce-5763,1,1,1,1,1
uce-17234,.,.,.,.,.
uce-17235,.,.,.,.,1
uce-22221,.,1,1,1,1
uce-7051,1,1,1,1,.
uce-25482,1,.,1,.,1
uce-10519,1,1,1,1,.
uce-37919,1,1,1,1,1
uce-9761,.,1,1,1,1
uce-27352,.,.,.,.,.
uce-26131,.,.,.,.,.
uce-3897,1,1,1,1,.
uce-32197,1,1,1,1,1
uce-22961,.,.,1,.,.
uce-21188,.,1,1,1,1
uce-27394,1,1,1,1,.
uce-19340,1,1,1,1,.
uce-14524,1,1,.,1,.
uce-4693,1,1,1,1,.
uce-4691,1,1,1,1,1
uce-24458,1,1,1,1,.
uce-32749,1,1,1,1,.
uce-32748,1,1,1,1,.
uce-33692,.,.,.,.,.
uce-33693,.,.,.,.,.
uce-23554,1,1,1,1,.
uce-16005,1,1,1,1,.
uce-24603,1,1,1,1,1
uce-32740,1,1,1,1,.
uce-24601,.,.,.,.,1
uce-24600,.,.,.,.,1
uce-37906,1,1,1,1,.
uce-39057,1,1,1,1,1
uce-24605,1,1,1,1,1
uce-27939,1,1,1,1,.
uce-25737,1,1,1,1,1
uce-24459,.,1,1,1,.
uce-17715,1,1,1,1,1
uce-11770,1,1,1,1,.
uce-26262,.,1,1,1,1
uce-26269,1,1,1,1,.
uce-12173,1,1,1,1,1
uce-27647,1,1,1,1,.
uce-31999,1,1,1,1,.
uce-31998,.,.,.,.,1
uce-31995,1,1,1,1,.
uce-31997,.,.,.,.,.
uce-38645,1,1,1,1,1
uce-13995,1,1,1,1,.
uce-29959,1,1,1,1,.
uce-17934,1,1,1,1,.
uce-6783,.,.,.,.,.
uce-8414,1,1,1,1,.
uce-8417,1,1,1,1,.
uce-20889,1,1,1,1,1
uce-29956,1,1,1,1,1
uce-38773,1,1,1,1,1
uce-4213,.,1,1,1,1
uce-5619,1,1,1,1,1
uce-9946,1,1,.,1,.
uce-4173,1,1,1,1,1
uce-30745,1,1,.,1,.
