uce,ominor,obimaculoides,lpealeii,ovulgaris,pcanaliculata
uce-1144,1,1,1,1,1
uce-1146,.,1,1,1,1
uce-5560,1,1,1,1,1
uce-11642,1,1,1,1,.
uce-13086,1,1,1,1,1
uce-20065,.,.,1,.,.
uce-15358,1,1,1,1,.
uce-23754,.,1,1,1,.
uce-33419,.,.,.,.,1
uce-18190,1,1,1,1,.
uce-18191,.,.,1,.,.
uce-18192,.,.,1,.,.
uce-8160,1,1,1,1,.
uce-32539,.,1,1,1,1
uce-8826,1,1,1,1,.
uce-20267,.,.,.,.,.
uce-20266,.,.,.,.,.
uce-8827,1,1,1,1,1
uce-31082,1,1,1,1,1
uce-31081,.,1,1,1,.
uce-26837,1,1,1,1,.
uce-39438,.,1,1,1,1
uce-26830,1,1,1,1,.
uce-6351,1,1,1,1,.
uce-13414,1,1,.,1,1
uce-13141,1,1,1,1,.
uce-16427,1,1,1,1,.
uce-16424,.,1,1,1,1
uce-11149,1,1,1,1,.
uce-20123,.,1,1,1,1
uce-19170,1,1,1,1,1
uce-19173,1,1,1,1,.
uce-33777,1,1,1,1,.
uce-24647,1,1,1,1,.
uce-18773,1,1,.,1,1
uce-32608,.,1,1,1,1
uce-32609,1,1,1,1,.
uce-24748,1,1,1,1,.
uce-39707,1,1,.,1,1
uce-18778,1,.,.,.,.
uce-14472,.,.,.,.,.
uce-14471,.,.,.,.,.
uce-24745,1,1,1,1,1
uce-24742,.,.,1,.,.
uce-24743,.,.,1,.,.
uce-7439,1,1,1,1,1
uce-32603,1,1,1,1,.
uce-19362,1,1,.,1,.
uce-7731,1,1,1,1,.
uce-6900,1,1,1,1,1
uce-11814,1,1,1,1,.
uce-18287,1,1,1,1,1
uce-13701,1,1,1,1,.
uce-14270,1,1,1,1,.
uce-7733,1,1,1,1,.
uce-25699,1,1,1,1,1
uce-10544,.,.,.,.,.
uce-5284,1,1,1,1,.
uce-11142,.,.,.,.,.
uce-11565,1,1,1,1,1
uce-8983,1,1,1,1,.
uce-11569,.,1,1,1,1
uce-21910,1,1,1,1,.
uce-17064,1,1,1,1,.
uce-35243,.,.,.,.,.
uce-22658,1,1,1,1,1
uce-27475,1,1,1,1,1
uce-33484,1,1,1,1,1
uce-9510,1,1,1,1,.
uce-3311,1,1,1,1,.
uce-34584,1,1,1,1,.
uce-19001,.,1,1,1,1
uce-22656,1,1,1,1,.
uce-12723,.,1,1,1,1
uce-12722,.,1,1,1,1
uce-23509,1,1,1,1,1
uce-12724,.,1,1,1,1
uce-16654,1,1,1,1,1
uce-9880,1,1,1,1,.
uce-19555,1,1,1,1,.
uce-23670,1,1,1,1,.
uce-31432,1,1,1,1,.
uce-31433,1,1,1,1,.
uce-34910,.,.,.,.,.
uce-9886,1,1,1,1,.
uce-30425,1,1,1,.,1
uce-15012,1,1,1,1,.
uce-32775,1,1,1,1,1
uce-10182,1,1,1,1,1
uce-8378,.,1,1,1,1
uce-22652,1,1,1,1,.
uce-22998,1,1,1,1,.
uce-5131,1,1,1,1,.
uce-5132,1,1,1,1,.
uce-21118,1,1,.,1,1
uce-7636,1,1,1,1,.
uce-11700,1,1,1,1,.
uce-3648,1,1,.,1,1
uce-9518,1,1,1,1,1
uce-19520,1,1,1,1,.
uce-17391,1,1,1,1,.
uce-38371,.,1,1,1,1
uce-30852,1,1,1,1,.
uce-3496,1,1,1,1,.
uce-27695,1,1,1,1,.
uce-16529,1,1,1,1,1
uce-13305,1,1,1,1,.
uce-16287,.,1,1,1,1
uce-16937,1,1,.,1,.
uce-3499,.,.,.,.,.
uce-26586,.,1,1,.,.
uce-33390,1,1,1,1,1
uce-33393,1,1,1,1,1
uce-14601,1,.,.,1,1
uce-27054,1,1,.,1,.
uce-575,.,1,1,1,1
uce-27052,1,1,1,1,.
uce-37818,.,1,1,1,1
uce-26589,1,1,1,1,.
uce-29901,1,1,1,1,.
uce-31721,1,1,1,1,1
uce-29905,1,1,1,1,1
uce-7844,1,1,1,1,1
uce-3548,1,1,1,1,.
uce-4240,1,1,1,1,.
uce-9970,1,1,1,1,.
uce-9973,1,1,1,1,.
uce-22824,.,1,1,1,.
uce-24566,1,1,1,1,.
uce-8285,1,1,1,1,1
uce-5623,1,1,1,1,.
uce-11148,1,1,1,1,.
uce-38821,1,1,1,1,1
uce-24560,1,1,1,1,1
uce-27185,1,1,1,1,.
uce-11145,1,1,1,1,.
uce-17039,1,1,1,1,.
uce-11141,1,1,1,1,.
uce-24959,1,1,1,1,.
uce-11143,.,.,.,.,.
uce-22624,1,1,1,1,1
uce-25905,1,1,1,1,.
uce-25904,1,1,1,1,1
uce-26638,1,1,1,1,1
uce-21501,.,.,1,.,.
uce-29692,1,1,1,1,.
uce-18849,1,1,1,1,1
uce-27037,1,1,1,1,.
uce-26631,1,1,1,1,.
uce-26632,1,1,.,1,1
uce-15566,1,1,1,1,.
uce-30924,1,1,1,1,.
uce-30923,1,1,1,1,.
uce-10831,1,1,1,1,.
uce-31890,1,1,1,1,.
uce-31893,1,1,1,1,1
uce-31894,.,.,1,.,.
uce-31895,.,.,1,.,.
uce-31896,1,1,1,1,.
uce-38799,1,1,1,1,.
uce-13894,1,1,1,1,.
uce-22330,1,1,1,1,1
uce-2707,.,.,.,.,.
uce-8753,1,1,1,1,1
uce-27256,.,1,1,1,1
uce-2702,1,1,1,1,.
uce-13941,1,1,1,1,1
uce-23327,1,1,1,1,.
uce-4885,1,1,1,1,.
uce-4667,1,1,1,1,.
uce-4888,1,1,1,1,1
uce-4889,1,1,1,1,1
uce-8850,1,1,1,1,.
uce-38011,.,.,1,.,.
uce-30191,1,1,1,1,.
uce-29477,1,1,1,1,.
uce-20667,.,1,1,1,1
uce-29474,1,.,.,.,1
uce-20661,1,1,1,1,.
uce-29471,1,1,1,1,.
uce-26120,1,1,1,1,1
uce-4869,1,1,.,1,.
uce-27599,.,.,.,.,.
uce-26124,1,1,1,1,1
uce-26055,1,1,1,1,1
uce-198,.,.,.,.,.
uce-4860,1,1,1,1,.
uce-22331,1,1,1,1,.
uce-38604,1,1,1,1,1
uce-38603,1,1,1,1,.
uce-40449,.,.,.,.,.
uce-40448,.,.,1,.,.
uce-34804,1,1,1,1,1
uce-21593,1,1,1,1,.
uce-27839,.,1,1,1,1
uce-1727,1,1,1,1,1
uce-39644,.,1,1,1,.
uce-15805,1,1,1,1,.
uce-15807,1,1,.,1,1
uce-29870,1,1,1,1,1
uce-14862,1,1,1,1,.
uce-28507,1,1,1,1,1
uce-29058,1,1,1,1,1
uce-7449,1,1,1,1,.
uce-2706,.,.,.,.,1
uce-23031,1,1,1,1,.
uce-34800,1,1,1,1,.
uce-29057,1,1,1,1,1
uce-3721,1,1,.,1,1
uce-10277,1,1,1,1,.
uce-14068,1,1,1,1,.
uce-17459,1,1,1,1,.
uce-6714,.,1,1,1,1
uce-9408,1,.,1,.,1
uce-28892,1,1,1,1,1
uce-9404,1,1,1,1,.
uce-28896,1,1,1,1,1
uce-28894,1,1,1,1,1
uce-28895,1,1,1,1,1
uce-22744,1,1,1,1,.
uce-22745,1,1,1,1,1
uce-7663,1,1,.,1,1
uce-7662,1,1,1,1,1
uce-16125,.,.,.,.,.
uce-12130,1,1,1,1,.
uce-31839,1,1,1,1,.
uce-37006,1,1,1,1,.
uce-12135,.,.,.,.,1
uce-7669,1,1,1,1,1
uce-7668,1,1,1,1,1
uce-38730,.,1,1,1,1
uce-33011,1,1,1,1,1
uce-33016,1,1,1,1,.
uce-27867,1,1,1,1,.
uce-38734,1,1,1,1,1
uce-1842,1,1,1,1,1
uce-6822,.,.,1,.,.
uce-6823,.,.,1,.,1
uce-36463,1,1,.,1,1
uce-24984,1,1,1,1,1
uce-24985,1,1,1,1,.
uce-39456,1,1,1,1,.
uce-16500,.,1,1,1,1
uce-9710,1,1,1,1,1
uce-2949,1,1,1,1,.
uce-28473,.,.,.,.,.
uce-28474,.,.,.,.,1
uce-31067,1,1,1,1,1
uce-35867,1,1,1,1,1
uce-35866,1,1,1,1,.
uce-34758,.,1,1,1,1
uce-14225,1,1,1,1,1
uce-22649,.,.,1,.,1
uce-369,1,1,1,1,1
uce-28098,1,1,1,1,1
uce-28099,1,1,1,1,1
uce-31060,1,1,1,1,.
uce-30448,.,.,.,.,.
uce-22639,1,1,1,1,.
uce-9573,1,1,1,1,.
uce-9572,.,1,1,1,.
uce-28255,1,1,.,1,1
uce-40474,1,1,1,1,1
uce-6623,1,1,1,1,.
uce-7713,1,1,.,1,.
uce-7712,1,1,1,1,.
uce-24960,1,1,.,1,1
uce-7710,1,1,1,1,.
uce-7716,1,1,1,1,.
uce-7715,1,1,1,1,.
uce-7714,1,1,1,1,.
uce-20405,.,.,.,.,1
uce-1938,1,1,1,1,1
uce-20407,1,1,1,1,.
uce-25838,1,1,1,1,.
uce-20401,1,1,1,1,1
uce-19949,1,1,1,1,.
uce-10810,1,1,.,1,1
uce-10812,1,1,1,1,1
uce-38134,1,1,1,1,1
uce-8612,1,1,1,1,1
uce-32573,.,.,1,.,.
uce-27990,1,1,1,1,.
uce-1443,1,1,1,1,1
uce-1444,1,1,1,1,1
uce-28652,1,1,1,1,.
uce-35407,.,.,1,.,.
uce-35406,.,.,.,.,.
uce-35405,1,1,1,1,1
uce-35404,1,1,1,1,1
uce-34139,1,1,.,1,1
uce-20585,1,1,1,1,1
uce-1719,.,.,.,.,1
uce-1718,.,.,.,.,.
uce-23690,1,1,1,1,1
uce-23693,1,1,1,1,.
uce-36388,1,1,.,1,1
uce-21275,1,1,1,1,1
uce-4340,1,1,.,1,1
uce-17091,1,1,1,1,.
uce-14045,1,1,1,1,.
uce-14049,1,1,1,1,1
uce-25222,1,1,1,1,.
uce-2877,1,1,1,1,.
uce-7064,1,1,1,1,.
uce-31756,.,.,.,.,.
uce-24361,1,1,1,1,.
uce-24362,1,1,1,1,.
uce-16056,1,1,1,1,.
uce-25187,1,1,1,1,.
uce-10977,1,1,.,1,1
uce-24367,1,1,1,1,1
uce-214,1,1,1,1,1
uce-22925,1,1,1,1,.
uce-16700,1,1,1,1,.
uce-13551,1,1,1,1,1
uce-19591,.,.,1,.,.
uce-964,1,1,1,1,.
uce-965,1,1,1,1,.
uce-33418,.,.,.,.,.
uce-40766,.,1,1,1,1
uce-37621,1,1,1,1,.
uce-33949,1,1,1,1,1
uce-17491,1,1,1,1,1
uce-33944,1,1,1,1,.
uce-33945,.,.,.,.,.
uce-33946,.,.,.,.,.
uce-21272,1,1,1,1,.
uce-38556,1,1,1,1,.
uce-29475,1,1,1,1,1
uce-38554,1,1,1,1,1
uce-33943,.,.,1,.,.
uce-985,1,1,1,1,.
uce-36840,1,1,1,1,.
uce-13776,1,1,1,1,1
uce-18367,1,1,1,1,1
uce-981,1,1,1,1,1
uce-9471,1,1,1,1,1
uce-13279,1,1,1,1,.
uce-35245,1,1,1,1,.
uce-35244,.,.,.,.,.
uce-39175,1,1,1,1,1
uce-35710,1,1,1,1,.
uce-40812,.,.,.,.,.
uce-35715,1,1,1,1,.
uce-18163,1,1,1,1,1
uce-18164,1,1,1,1,.
uce-22644,1,1,1,1,1
uce-1912,1,1,.,1,1
uce-34914,.,.,.,.,.
uce-15899,1,1,.,1,.
uce-25598,.,.,.,.,1
uce-25599,.,.,.,.,1
uce-1158,1,1,1,1,.
uce-25352,1,1,1,1,.
uce-20270,1,1,1,1,.
uce-30495,1,1,1,1,.
uce-21858,1,1,1,1,1
uce-20274,1,1,1,1,1
uce-20275,1,1,1,1,.
uce-25359,1,1,1,1,.
uce-21852,1,1,1,1,.
uce-30493,1,1,1,1,1
uce-40444,1,1,1,1,.
uce-22814,1,1,1,1,.
uce-1275,1,1,1,1,1
uce-30492,1,.,.,1,1
uce-18565,1,1,1,1,.
uce-18567,1,1,.,1,.
uce-24510,1,1,1,1,.
uce-16411,.,.,.,1,.
uce-16410,.,.,.,.,1
uce-10156,.,1,1,1,1
uce-10924,1,1,1,1,.
uce-10158,1,1,1,1,1
uce-10159,1,1,1,1,.
uce-18705,.,.,.,.,.
uce-39774,1,1,1,1,1
uce-18707,1,1,1,1,.
uce-24777,.,1,1,1,.
uce-18700,1,1,1,1,.
uce-39773,1,1,1,1,.
uce-3819,1,1,1,1,1
uce-38254,1,1,1,1,1
uce-30494,.,1,.,.,.
uce-18708,1,1,1,1,.
uce-17994,1,1,1,1,.
uce-24170,.,1,1,1,1
uce-31542,1,1,1,1,.
uce-22078,1,1,1,1,1
uce-11821,1,1,1,1,.
uce-31541,1,1,1,1,.
uce-35397,1,1,1,1,.
uce-10555,1,1,1,1,1
uce-35394,1,1,.,.,.
uce-5720,1,1,1,1,.
uce-12049,1,1,1,1,.
uce-17078,1,1,1,1,.
uce-40732,1,1,1,1,.
uce-30150,1,1,.,1,1
uce-37905,1,1,1,1,.
uce-34527,1,1,1,1,.
uce-36441,1,1,1,1,.
uce-19764,.,1,1,1,.
uce-19765,.,.,.,.,1
uce-19766,.,.,.,.,1
uce-20066,1,1,1,1,1
uce-11244,.,1,1,1,1
uce-750,1,1,1,1,1
uce-27000,1,1,1,1,.
uce-24756,1,1,1,1,.
uce-22105,1,1,1,1,.
uce-13962,1,1,1,1,.
uce-27460,1,1,1,1,.
uce-27001,1,1,1,1,1
uce-34923,1,1,1,1,1
uce-34922,1,1,1,1,1
uce-20033,.,.,1,.,.
uce-752,1,1,1,1,.
uce-8561,.,.,.,.,1
uce-19017,1,1,1,1,.
uce-34924,1,1,1,1,.
uce-4411,1,1,1,1,.
uce-19018,1,1,1,1,1
uce-19019,.,1,1,1,1
uce-39604,1,1,.,1,.
uce-39607,1,1,1,1,.
uce-15417,1,1,1,1,.
uce-18389,1,1,1,1,.
uce-32704,1,1,1,1,.
uce-11739,1,1,1,1,1
uce-11738,1,1,1,1,.
uce-25779,1,1,1,1,1
uce-7041,1,1,.,1,.
uce-18385,1,1,1,1,1
uce-18387,1,1,1,1,1
uce-18386,1,1,.,1,1
uce-5431,.,.,.,.,.
uce-5432,.,.,.,.,.
uce-20099,1,1,1,1,.
uce-5434,.,.,.,.,1
uce-24083,1,1,1,1,.
uce-5389,.,.,.,.,.
uce-19497,.,1,1,1,1
uce-19494,1,1,1,1,.
uce-19495,1,1,1,1,.
uce-157,1,1,1,1,.
uce-5381,.,1,1,1,1
uce-30844,1,1,1,1,.
uce-30845,.,1,1,1,1
uce-562,1,1,1,1,.
uce-7834,1,1,.,1,1
uce-13621,1,1,1,1,.
uce-37823,.,.,.,.,.
uce-37822,.,.,.,.,.
uce-37821,1,1,1,1,1
uce-37820,1,.,1,1,1
uce-32402,1,1,1,1,.
uce-6760,1,1,1,1,.
uce-3489,.,1,1,1,1
uce-37392,1,1,1,1,.
uce-27040,1,1,1,1,1
uce-27041,1,1,1,1,.
uce-27042,1,1,1,1,1
uce-33381,1,1,1,1,.
uce-27044,1,1,1,1,.
uce-27518,1,1,1,1,.
uce-27519,1,1,1,1,.
uce-14670,1,1,1,1,.
uce-14673,.,1,1,1,.
uce-24410,1,1,1,1,1
uce-3555,1,1,1,1,1
uce-29915,.,.,.,.,.
uce-23200,1,1,1,1,.
uce-31714,1,1,1,1,.
uce-3551,1,1,1,1,.
uce-3553,1,1,1,1,.
uce-3552,1,1,1,1,.
uce-36068,1,1,1,1,1
uce-8550,1,1,1,1,.
uce-24551,1,1,1,1,.
uce-29919,1,1,1,1,.
uce-8551,.,.,.,.,.
uce-20892,1,1,1,1,1
uce-24798,1,1,1,1,.
uce-20890,1,1,.,1,1
uce-14863,1,1,1,1,1
uce-5650,.,.,.,.,.
uce-5651,1,1,.,1,1
uce-4095,1,1,1,1,1
uce-8553,1,1,1,1,.
uce-24795,1,1,1,1,.
uce-24794,1,1,1,1,1
uce-4092,1,1,1,1,1
uce-24597,1,1,1,1,1
uce-5298,1,1,.,1,1
uce-695,1,1,.,1,1
uce-696,1,1,1,1,1
uce-29684,1,1,1,1,.
uce-29685,1,1,1,1,.
uce-29686,1,1,1,1,1
uce-2142,1,1,1,1,.
uce-29681,1,1,1,1,.
uce-1170,1,1,1,1,.
uce-32374,1,1,1,1,.
uce-7447,1,1,1,1,.
uce-16385,1,1,1,1,.
uce-5693,1,1,1,1,.
uce-185,1,1,1,1,.
uce-32372,1,1,1,1,.
uce-14869,1,1,1,1,.
uce-26339,1,1,1,1,1
uce-32051,.,1,1,1,1
uce-27848,1,1,1,1,.
uce-15657,.,.,.,1,.
uce-2732,1,1,1,1,.
uce-14700,1,1,.,1,1
uce-24559,1,1,1,1,1
uce-32176,.,1,1,1,1
uce-32177,1,1,1,1,1
uce-32174,1,1,1,1,1
uce-25472,1,1,1,1,1
uce-12553,1,1,1,1,1
uce-12550,1,1,1,1,.
uce-32179,1,1,1,1,1
uce-8741,1,1,1,1,.
uce-24340,1,1,1,1,.
uce-25470,.,1,1,1,1
uce-23332,.,.,1,.,1
uce-23330,1,1,1,1,.
uce-15079,1,1,1,1,.
uce-4678,1,1,1,1,1
uce-24424,1,1,1,1,.
uce-24422,1,1,1,1,1
uce-5224,1,1,1,1,.
uce-3022,1,1,1,1,1
uce-19282,1,1,1,1,.
uce-20678,1,1,.,1,1
uce-20676,1,1,1,1,1
uce-3028,1,1,1,1,1
uce-20675,1,1,1,1,.
uce-2356,1,1,1,1,.
uce-38633,1,1,.,1,1
uce-36472,1,1,1,1,.
uce-33150,1,1,1,1,.
uce-33157,1,1,1,1,.
uce-24612,1,1,.,1,1
uce-38634,1,1,.,1,.
uce-4872,1,1,1,1,.
uce-24955,1,1,1,1,.
uce-7389,1,1,1,1,.
uce-36207,1,1,.,1,1
uce-30623,.,.,1,.,1
uce-20253,1,1,1,1,.
uce-3818,1,1,.,1,1
uce-748,1,1,1,1,1
uce-39481,1,1,1,1,.
uce-20254,1,1,1,1,1
uce-25747,1,1,1,1,1
uce-15810,1,1,.,1,.
uce-20255,1,1,1,1,.
uce-9405,1,1,1,1,.
uce-23028,1,1,1,1,.
uce-8632,1,1,.,1,1
uce-17448,1,1,1,1,.
uce-18149,.,1,.,1,1
uce-8637,1,1,1,1,.
uce-28893,1,1,1,1,.
uce-31976,1,1,1,1,.
uce-14818,1,1,1,1,.
uce-31971,1,1,1,1,.
uce-676,.,.,.,.,.
uce-9162,1,1,1,1,1
uce-7658,1,1,1,1,1
uce-7659,1,1,1,1,1
uce-32954,.,1,1,1,1
uce-7653,1,1,1,1,.
uce-13110,1,1,1,1,1
uce-31657,1,1,1,1,.
uce-13510,1,1,1,1,.
uce-36060,1,1,1,1,1
uce-7490,1,1,1,1,1
uce-2197,1,1,1,1,1
uce-2194,.,.,1,.,.
uce-7494,1,1,.,1,1
uce-21076,1,1,1,1,.
uce-7496,1,.,1,1,1
uce-15011,1,1,1,1,.
uce-33025,.,1,1,1,1
uce-33024,1,1,1,1,.
uce-3932,1,.,1,1,1
uce-3930,1,1,1,1,1
uce-21671,1,1,.,1,1
uce-17478,1,1,1,1,.
uce-28796,1,1,1,1,.
uce-12386,1,1,1,1,1
uce-3939,.,.,.,.,.
uce-17479,1,1,1,1,.
uce-13054,1,1,1,1,.
uce-6094,.,.,.,.,.
uce-2048,1,1,1,1,.
uce-28158,1,1,.,1,.
uce-26722,.,1,1,1,1
uce-24558,1,1,1,1,.
uce-18959,1,1,1,1,.
uce-2046,1,1,.,1,1
uce-28406,1,1,1,1,.
uce-2516,1,1,1,1,1
uce-2041,1,1,1,1,.
uce-9762,.,1,1,1,1
uce-16126,.,.,.,.,.
uce-39405,.,.,.,.,.
uce-37221,.,1,1,1,1
uce-1898,1,.,.,.,1
uce-17859,1,1,1,1,.
uce-34725,.,1,1,1,1
uce-17291,1,1,1,1,1
uce-1895,1,1,1,1,.
uce-15660,.,1,1,1,1
uce-28221,1,1,1,.,1
uce-22648,.,.,1,.,.
uce-6631,1,1,.,1,1
uce-30132,1,1,1,1,.
uce-22645,1,1,1,1,1
uce-24956,1,1,1,1,.
uce-16622,1,1,1,1,1
uce-29311,1,1,1,1,.
uce-7722,1,1,1,1,.
uce-24952,.,1,1,1,1
uce-30433,1,1,1,1,.
uce-30432,1,1,1,1,.
uce-20417,1,1,1,1,1
uce-36659,1,1,1,1,1
uce-39944,.,1,1,1,1
uce-1944,1,1,1,1,.
uce-28489,.,.,.,.,.
uce-10800,1,1,1,1,.
uce-15663,1,1,1,1,1
uce-2131,.,.,.,.,.
uce-20418,1,1,1,1,.
uce-27900,1,1,.,1,1
uce-36498,1,1,1,1,.
uce-32677,.,.,.,.,.
uce-12136,.,.,.,.,.
uce-11013,1,1,1,1,.
uce-1435,1,.,.,1,.
uce-1436,1,1,1,1,.
uce-1437,1,1,1,1,.
uce-1433,1,1,1,1,.
uce-33844,1,1,1,1,.
uce-1095,1,1,1,1,1
uce-31395,1,1,1,1,.
uce-29,1,1,1,1,.
uce-21558,1,1,1,1,.
uce-22871,.,.,.,.,.
uce-6828,1,1,1,1,.
uce-27676,.,.,.,.,.
uce-29828,1,.,1,1,1
uce-38046,1,1,.,1,1
uce-31157,.,1,1,.,1
uce-14070,1,1,1,1,.
uce-6523,1,1,1,1,.
uce-9883,1,1,1,1,.
uce-22975,1,1,1,1,.
uce-26926,1,1,1,1,1
uce-26927,1,1,1,1,.
uce-229,.,.,.,.,1
uce-26072,1,1,1,1,.
uce-16718,1,1,1,1,.
uce-13548,.,1,.,1,1
uce-13549,1,1,1,1,1
uce-103,1,1,1,1,1
uce-13543,1,1,1,1,.
uce-6895,1,1,1,1,.
uce-1387,1,1,1,1,.
uce-12891,1,1,1,1,.
uce-38568,1,1,1,1,.
uce-22009,1,1,1,1,1
uce-13386,1,1,1,1,.
uce-1389,1,1,1,1,.
uce-17540,1,1,1,1,.
uce-13382,1,1,1,1,.
uce-13383,1,1,1,1,.
uce-13766,1,1,1,1,.
uce-17541,1,1,1,1,.
uce-13762,.,1,1,1,1
uce-13763,1,1,1,1,.
uce-39167,1,1,1,1,.
uce-38963,1,1,.,1,1
uce-14384,1,1,1,1,.
uce-35706,1,1,1,1,1
uce-32572,.,.,1,.,.
uce-14380,1,1,1,1,.
uce-13768,1,1,1,1,.
uce-13769,1,1,1,1,.
uce-36029,1,.,1,1,1
uce-34656,.,.,.,.,.
uce-10499,.,1,1,1,.
uce-11942,1,1,1,1,.
uce-1361,.,1,1,1,1
uce-11948,1,.,1,1,1
uce-35092,.,1,1,1,1
uce-35093,.,1,1,1,1
uce-1555,1,1,1,1,.
uce-32389,1,1,1,1,.
uce-20245,1,1,1,1,1
uce-8104,1,1,1,1,.
uce-10709,1,1,1,1,.
uce-20242,1,1,1,1,1
uce-35868,.,1,.,1,.
uce-17265,1,1,1,1,.
uce-22865,1,1,1,1,.
uce-37529,.,1,.,1,.
uce-13166,.,1,1,1,1
uce-16409,.,.,.,.,.
uce-28463,1,1,1,1,.
uce-37521,1,1,1,1,1
uce-12965,.,1,1,1,1
uce-39541,1,1,1,1,.
uce-19621,1,1,1,1,.
uce-33470,1,1,.,1,.
uce-19623,1,1,1,1,.
uce-19622,1,1,1,1,.
uce-12637,.,.,.,.,.
uce-13987,1,1,.,1,1
uce-13613,1,1,1,1,1
uce-12638,.,.,.,.,.
uce-13614,1,1,1,1,.
uce-1232,1,1,1,1,.
uce-9820,1,1,1,1,.
uce-14588,1,1,.,1,.
uce-35675,1,1,.,1,1
uce-18710,.,1,1,1,1
uce-35677,.,.,1,.,1
uce-28462,1,1,.,1,1
uce-20468,1,1,1,1,1
uce-28363,1,1,1,1,.
uce-28472,1,1,1,1,.
uce-18719,1,1,.,1,1
uce-11548,1,1,1,1,1
uce-7641,.,.,.,.,.
uce-38908,1,1,1,1,.
uce-35388,1,1,1,1,.
uce-17288,.,1,1,1,1
uce-30161,1,1,1,1,1
uce-24169,1,1,1,1,.
uce-14252,.,.,.,.,.
uce-14251,.,.,.,.,.
uce-14250,.,.,.,.,.
uce-1392,.,.,.,.,.
uce-10013,1,1,1,1,.
uce-5091,1,1,1,1,1
uce-12456,1,1,1,1,1
uce-15236,1,1,1,1,.
uce-27846,1,1,1,1,.
uce-36890,1,1,1,1,.
uce-22131,.,.,1,.,.
uce-22130,.,.,1,.,.
uce-35603,1,1,1,1,.
uce-22135,1,1,1,1,.
uce-35494,1,1,1,1,1
uce-19535,1,1,1,1,.
uce-30000,.,.,1,.,.
uce-34936,.,.,1,.,.
uce-33622,.,.,.,.,.
uce-19952,1,1,1,1,1
uce-19533,1,1,1,1,.
uce-31413,1,1,1,1,.
uce-34325,1,1,1,1,.
uce-15037,1,1,1,1,1
uce-17444,.,1,1,1,1
uce-12709,.,.,.,.,1
uce-15033,1,1,1,1,1
uce-25781,1,1,.,1,.
uce-25780,.,1,1,1,1
uce-8355,1,1,1,1,.
uce-23868,1,1,1,1,.
uce-25787,1,1,1,1,1
uce-11724,.,1,1,1,1
uce-39595,.,1,1,1,.
uce-18390,1,1,1,1,.
uce-23119,1,1,.,1,1
uce-4736,1,1,.,1,1
uce-11722,1,1,1,1,.
uce-16245,1,1,1,1,1
uce-5391,.,.,1,.,1
uce-5390,.,.,.,.,1
uce-33621,.,.,.,.,.
uce-4737,1,1,1,1,.
uce-39576,1,1,1,1,1
uce-27214,.,.,.,.,1
uce-14324,1,1,1,1,.
uce-10861,.,1,1,1,1
uce-27210,.,.,1,.,.
uce-27213,.,.,1,.,.
uce-27212,.,.,.,.,.
uce-31765,.,1,1,1,1
uce-37839,1,1,1,1,.
uce-7518,1,1,1,1,1
uce-7448,1,1,1,1,.
uce-20930,1,1,1,1,1
uce-20933,1,1,1,1,1
uce-518,1,1,1,1,.
uce-4957,1,1,1,1,.
uce-31709,1,1,1,1,.
uce-13940,1,1,1,1,.
uce-27036,1,1,1,1,.
uce-27030,.,1,1,1,1
uce-27520,1,1,1,1,1
uce-19443,.,1,1,1,.
uce-9275,1,1,1,1,.
uce-7865,1,1,1,1,.
uce-12416,.,.,.,.,.
uce-12415,.,.,.,.,.
uce-11431,1,1,1,1,.
uce-4262,1,1,1,1,1
uce-33534,1,1,1,1,.
uce-4260,1,.,1,1,.
uce-15723,1,1,1,1,.
uce-36013,.,.,.,.,.
uce-36012,.,.,.,.,1
uce-33538,1,1,1,1,.
uce-457,1,1,1,1,.
uce-24543,1,1,1,1,.
uce-1853,1,1,1,1,.
uce-28253,.,1,1,1,1
uce-4065,1,1,1,1,.
uce-24780,1,1,1,1,.
uce-26471,1,1,1,1,1
uce-24786,.,.,.,.,.
uce-11928,.,1,1,1,1
uce-12410,1,1,.,1,1
uce-21106,1,1,1,1,.
uce-7263,.,1,1,1,1
uce-13774,1,1,1,.,1
uce-7265,1,1,1,1,.
uce-7341,1,1,1,1,.
uce-25683,.,1,1,1,1
uce-38359,.,.,.,.,.
uce-9576,1,1,1,1,.
uce-4746,1,1,1,1,.
uce-4286,1,1,1,1,.
uce-30942,1,1,1,1,.
uce-28391,1,1,1,1,1
uce-20194,1,1,1,1,.
uce-26494,1,1,1,1,.
uce-15628,1,1,1,1,.
uce-26324,1,1,1,1,1
uce-428,1,1,1,1,1
uce-426,1,1,1,1,.
uce-425,1,1,1,1,1
uce-424,1,1,1,1,1
uce-22317,1,1,1,1,1
uce-7711,1,1,1,1,1
uce-22315,1,1,1,1,1
uce-33445,1,1,1,1,.
uce-32146,1,1,1,1,1
uce-197,.,.,.,.,.
uce-12414,1,1,1,1,.
uce-35700,1,.,1,.,.
uce-6787,1,1,1,1,1
uce-33443,1,1,1,1,1
uce-21133,1,1,1,1,1
uce-21398,1,1,1,1,1
uce-36127,1,1,1,1,.
uce-32148,1,1,1,1,.
uce-6350,1,1,1,1,.
uce-24435,1,1,1,1,1
uce-24436,1,1,1,1,.
uce-24439,1,1,1,1,.
uce-18620,1,1,1,1,.
uce-3127,1,1,.,1,1
uce-35959,.,.,.,.,.
uce-3123,1,1,1,1,.
